Asset_ID,Category,Manufacturer,Model,Location,Status,Purchase_Date,Warranty_Expiry,Department,Owner_Name,Cost_INR
AST-4910,Server,Lenovo,Server-Model-171,Branch Office 2,Inactive,2026-01-11,2027-09-14,Finance,Employee-1666,2387
AST-4911,Server,Lenovo,Server-Model-976,Cloud,Under Maintenance,2024-01-15,2027-09-08,Finance,Employee-4096,1098
AST-4912,Server,HP,Server-Model-590,Branch Office 2,Inactive,2023-03-19,2028-09-11,Sales,Employee-869,4567
AST-4913,Server,Oracle,Server-Model-573,Branch Office 1,Inactive,2021-07-27,2029-06-07,Sales,Employee-1755,3378
AST-4914,Server,Lenovo,Server-Model-100,Branch Office 1,Under Maintenance,2024-05-02,2027-11-17,Support,Employee-1589,2704
AST-4915,Server,HP,Server-Model-662,Cloud AWS,Decommissioned,2022-01-01,2030-08-06,HR,Employee-2183,949
AST-4916,Server,Oracle,Server-Model-521,Data Center,Decommissioned,2025-05-18,2030-11-04,Sales,Employee-4139,3074
AST-4917,Server,Dell,Server-Model-399,Branch Office 1,Under Maintenance,2022-02-11,2030-08-17,Support,Employee-1585,755
AST-4918,Server,IBM,Server-Model-121,Cloud,Decommissioned,2021-11-14,2029-12-06,Sales,Employee-2617,472
AST-4919,Server,Oracle,Server-Model-395,Branch Office 1,Decommissioned,2024-11-25,2030-05-08,HR,Employee-4756,880
AST-4920,Server,Oracle,Server-Model-354,Cloud AWS,Inactive,2021-11-03,2027-04-22,Marketing,Employee-748,1421
AST-4921,Server,Dell,Server-Model-857,Cloud,Under Maintenance,2022-08-20,2028-07-04,HR,Employee-4992,2828
AST-4922,Server,Oracle,Server-Model-859,Cloud,Decommissioned,2021-07-27,2030-11-07,Operations,Employee-1177,4075
AST-4923,Server,HP,Server-Model-641,Branch Office 1,Inactive,2024-03-10,2029-11-26,Finance,Employee-765,1233
AST-4924,Server,Dell,Server-Model-336,Branch Office 2,Under Maintenance,2025-01-31,2028-01-22,HR,Employee-1000,313
AST-4925,Server,Lenovo,Server-Model-777,Cloud,Decommissioned,2021-12-27,2028-07-19,Sales,Employee-2725,3374
AST-4926,Server,IBM,Server-Model-616,Data Center,Decommissioned,2023-06-29,2028-06-23,Operations,Employee-4212,2841
AST-4927,Server,Lenovo,Server-Model-257,On-Prem,Under Maintenance,2025-09-09,2029-08-07,Sales,Employee-783,4699
AST-4928,Server,Dell,Server-Model-716,Data Center,Decommissioned,2023-12-08,2030-06-15,Sales,Employee-2206,201
AST-4929,Server,Lenovo,Server-Model-441,On-Prem,Active,2021-05-24,2029-07-01,Support,Employee-4076,2701
AST-4930,Server,Oracle,Server-Model-578,On-Prem,Decommissioned,2025-11-25,2030-08-13,HR,Employee-1667,2963
AST-4931,Server,Oracle,Server-Model-634,Cloud,Under Maintenance,2022-02-02,2029-11-16,Operations,Employee-522,1709
AST-4932,Server,Dell,Server-Model-921,Cloud AWS,Under Maintenance,2023-12-30,2027-11-22,Support,Employee-2281,2625
AST-4933,Server,Dell,Server-Model-201,On-Prem,Decommissioned,2023-10-29,2030-05-24,HR,Employee-2124,2307
AST-4934,Server,HP,Server-Model-581,Data Center,Active,2025-07-31,2027-04-03,Marketing,Employee-959,2795
AST-4935,Server,Lenovo,Server-Model-153,Branch Office 2,Active,2021-08-08,2028-01-23,HR,Employee-3094,4190
AST-4936,Server,Dell,Server-Model-102,Cloud AWS,Decommissioned,2021-10-05,2029-04-17,Operations,Employee-2486,3333
AST-4937,Server,HP,Server-Model-649,On-Prem,Active,2022-10-20,2028-11-11,Operations,Employee-4125,3454
AST-4938,Server,IBM,Server-Model-769,Branch Office 2,Active,2023-07-13,2028-01-27,Support,Employee-3783,374
AST-4939,Server,IBM,Server-Model-633,Data Center,Under Maintenance,2022-05-02,2028-04-25,HR,Employee-1229,4658
AST-4940,Server,Lenovo,Server-Model-353,Data Center,Active,2022-06-26,2028-10-12,Sales,Employee-1355,2965
AST-4941,Server,Lenovo,Server-Model-607,Branch Office 2,Active,2023-02-05,2027-08-21,IT,Employee-4132,4166
AST-4942,Server,HP,Server-Model-823,Branch Office 1,Decommissioned,2022-04-16,2027-06-05,Support,Employee-4133,614
AST-4943,Server,HP,Server-Model-181,Cloud,Active,2025-05-06,2027-06-26,Operations,Employee-566,3999
AST-4944,Server,HP,Server-Model-435,Cloud AWS,Decommissioned,2022-03-31,2029-09-09,Operations,Employee-1721,2208
AST-4945,Server,Oracle,Server-Model-244,Cloud,Inactive,2024-01-07,2028-10-21,HR,Employee-3849,4460
AST-4946,Server,Dell,Server-Model-522,Data Center,Under Maintenance,2022-10-14,2030-04-30,Finance,Employee-2779,3982
AST-4947,Server,Oracle,Server-Model-730,Cloud,Under Maintenance,2024-12-09,2030-07-14,Finance,Employee-472,1230
AST-4948,Server,Lenovo,Server-Model-194,Cloud AWS,Under Maintenance,2022-09-03,2029-07-23,IT,Employee-4758,4893
AST-4949,Server,Oracle,Server-Model-363,Branch Office 2,Decommissioned,2024-03-25,2027-10-27,Sales,Employee-2838,2868
AST-4950,Server,IBM,Server-Model-859,Cloud,Inactive,2025-11-02,2030-07-21,Support,Employee-4794,450
AST-4951,Server,Oracle,Server-Model-728,On-Prem,Active,2025-02-20,2029-03-29,Support,Employee-2495,4364
AST-4952,Server,Dell,Server-Model-994,Branch Office 1,Decommissioned,2023-01-30,2028-02-13,Marketing,Employee-2956,1794
AST-4953,Server,HP,Server-Model-500,Branch Office 2,Under Maintenance,2025-10-11,2030-11-10,Operations,Employee-2387,2272
AST-4954,Server,Oracle,Server-Model-187,Data Center,Under Maintenance,2024-01-24,2030-06-21,Operations,Employee-1821,2900
AST-4955,Server,Lenovo,Server-Model-539,Cloud AWS,Inactive,2024-05-03,2027-10-29,IT,Employee-4710,2997
AST-4956,Server,IBM,Server-Model-330,Branch Office 1,Active,2025-09-28,2027-12-22,Finance,Employee-1902,2736
AST-4957,Server,HP,Server-Model-754,Data Center,Decommissioned,2021-06-28,2030-10-26,Finance,Employee-1229,3264
AST-4958,Server,Oracle,Server-Model-159,Data Center,Active,2024-08-18,2029-11-22,Marketing,Employee-680,2410
AST-4959,Server,HP,Server-Model-247,Data Center,Active,2023-04-16,2029-05-23,IT,Employee-464,2430
AST-4960,Server,Oracle,Server-Model-229,On-Prem,Decommissioned,2022-10-24,2028-10-20,Support,Employee-869,364
AST-4961,Server,Lenovo,Server-Model-208,Data Center,Inactive,2025-04-22,2027-05-27,Operations,Employee-4839,3746
AST-4962,Server,HP,Server-Model-142,Branch Office 2,Inactive,2024-11-19,2030-09-04,HR,Employee-3926,2279
AST-4963,Server,IBM,Server-Model-703,On-Prem,Active,2021-10-16,2028-06-05,Operations,Employee-662,4873
AST-4964,Server,HP,Server-Model-539,Branch Office 1,Inactive,2021-08-09,2027-11-08,Sales,Employee-516,622
AST-4965,Server,Dell,Server-Model-840,Branch Office 1,Active,2025-02-01,2028-01-25,Marketing,Employee-329,1409
AST-4966,Server,Oracle,Server-Model-949,Cloud,Decommissioned,2022-06-03,2030-01-13,IT,Employee-3613,4006
AST-4967,Server,HP,Server-Model-720,On-Prem,Active,2022-05-23,2030-06-17,Sales,Employee-1587,3071
AST-4968,Server,Lenovo,Server-Model-780,On-Prem,Decommissioned,2024-10-26,2031-02-09,Sales,Employee-1570,1113
AST-4969,Server,IBM,Server-Model-134,Cloud AWS,Decommissioned,2024-07-16,2027-03-18,Operations,Employee-1629,3042
AST-4970,Server,Lenovo,Server-Model-839,Cloud,Inactive,2024-12-20,2029-04-28,Sales,Employee-822,3975
AST-4971,Server,HP,Server-Model-592,Branch Office 1,Under Maintenance,2024-10-08,2028-09-10,Sales,Employee-1594,3184
AST-4972,Server,Lenovo,Server-Model-476,On-Prem,Under Maintenance,2023-08-27,2030-12-18,Finance,Employee-123,2232
AST-4973,Server,Lenovo,Server-Model-677,Cloud,Decommissioned,2021-03-18,2030-03-03,Marketing,Employee-1533,390
AST-4974,Server,Dell,Server-Model-632,Data Center,Inactive,2025-09-12,2028-11-02,Marketing,Employee-2038,2706
AST-4975,Server,Oracle,Server-Model-345,Cloud,Inactive,2024-07-23,2029-02-26,Support,Employee-449,1862
AST-4976,Server,Oracle,Server-Model-882,On-Prem,Decommissioned,2023-07-17,2027-04-29,Finance,Employee-3117,804
AST-4977,Server,Lenovo,Server-Model-239,Cloud,Under Maintenance,2024-05-11,2030-07-17,Operations,Employee-4517,2285
AST-4978,Server,Lenovo,Server-Model-489,Branch Office 1,Active,2021-08-28,2027-06-11,Sales,Employee-4923,1634
AST-4979,Server,HP,Server-Model-832,Data Center,Under Maintenance,2024-10-03,2027-07-19,Operations,Employee-1368,1844
AST-4980,Server,Lenovo,Server-Model-124,Branch Office 1,Active,2022-10-05,2028-02-28,Support,Employee-819,849
AST-4981,Server,Lenovo,Server-Model-419,Data Center,Active,2025-03-21,2029-03-24,IT,Employee-899,699
AST-4982,Server,IBM,Server-Model-227,Cloud AWS,Decommissioned,2025-02-25,2028-02-03,HR,Employee-1030,4803
AST-4983,Server,Oracle,Server-Model-663,Data Center,Active,2021-10-17,2027-07-20,Finance,Employee-2339,1824
AST-4984,Server,IBM,Server-Model-389,Cloud,Active,2025-10-09,2030-08-27,Finance,Employee-2532,2608
AST-4985,Server,Oracle,Server-Model-801,Branch Office 2,Active,2021-04-13,2027-05-15,IT,Employee-3421,1087
AST-4986,Server,HP,Server-Model-128,Branch Office 1,Active,2023-04-09,2029-01-19,IT,Employee-3232,3866
AST-4987,Server,Oracle,Server-Model-851,Data Center,Active,2021-11-23,2028-08-02,Sales,Employee-3769,3298
AST-4988,Server,Dell,Server-Model-650,Branch Office 2,Decommissioned,2023-08-29,2030-02-12,Operations,Employee-3345,4901
AST-4989,Server,IBM,Server-Model-924,On-Prem,Active,2022-09-01,2030-02-15,HR,Employee-4441,1498
AST-4990,Server,HP,Server-Model-817,On-Prem,Inactive,2023-11-29,2030-05-13,IT,Employee-1764,3492
AST-4991,Server,HP,Server-Model-593,Data Center,Decommissioned,2023-01-07,2029-04-11,Marketing,Employee-3201,260
AST-4992,Server,Lenovo,Server-Model-280,On-Prem,Inactive,2022-10-30,2030-04-26,Marketing,Employee-1194,4579
AST-4993,Server,Dell,Server-Model-530,Cloud AWS,Active,2022-02-18,2030-09-10,Marketing,Employee-4858,3393
AST-4994,Server,Lenovo,Server-Model-514,Cloud,Under Maintenance,2024-10-28,2028-10-18,Marketing,Employee-294,1044
AST-4995,Server,Oracle,Server-Model-829,On-Prem,Under Maintenance,2024-05-01,2028-10-09,HR,Employee-3843,306
AST-4996,Server,HP,Server-Model-644,Cloud AWS,Active,2021-10-30,2030-11-26,Finance,Employee-1798,611
AST-4997,Server,HP,Server-Model-547,On-Prem,Active,2023-03-30,2030-06-28,Sales,Employee-2723,4656
AST-4998,Server,IBM,Server-Model-606,Cloud,Decommissioned,2025-04-22,2030-08-12,Marketing,Employee-3709,325
AST-4999,Server,Oracle,Server-Model-698,On-Prem,Active,2022-01-03,2027-11-18,Finance,Employee-463,1803
AST-5000,Server,Dell,Server-Model-187,Branch Office 2,Decommissioned,2021-04-30,2030-03-10,Finance,Employee-1091,3189
AST-5001,Server,Dell,Server-Model-308,Cloud,Inactive,2022-04-18,2029-04-03,Finance,Employee-3029,2524
AST-5002,Server,Lenovo,Server-Model-520,Branch Office 2,Active,2023-03-27,2029-07-08,Support,Employee-3828,1616
AST-5003,Server,Oracle,Server-Model-498,On-Prem,Decommissioned,2025-07-26,2027-08-22,IT,Employee-1962,4749
AST-5004,Server,Lenovo,Server-Model-695,Cloud,Under Maintenance,2024-05-15,2030-09-09,Operations,Employee-2046,4661
AST-5005,Server,Lenovo,Server-Model-192,Data Center,Inactive,2022-02-04,2027-07-25,IT,Employee-3591,1743
AST-5006,Server,HP,Server-Model-785,Branch Office 2,Decommissioned,2024-04-02,2031-01-29,Operations,Employee-4791,1259
AST-5007,Server,Oracle,Server-Model-844,On-Prem,Inactive,2022-01-29,2030-01-31,Sales,Employee-3805,2934
AST-5008,Server,Dell,Server-Model-680,Cloud AWS,Decommissioned,2024-11-17,2029-08-16,Sales,Employee-417,967
AST-5009,Server,Oracle,Server-Model-828,Branch Office 1,Active,2024-04-25,2028-11-11,Operations,Employee-1991,3269
AST-5010,Server,Oracle,Server-Model-709,Data Center,Active,2025-05-03,2030-12-03,Support,Employee-2869,2965
AST-5011,Server,Lenovo,Server-Model-441,Cloud AWS,Active,2021-09-17,2029-12-29,Sales,Employee-3049,4862
AST-5012,Server,IBM,Server-Model-362,Branch Office 1,Decommissioned,2024-05-11,2030-03-31,Marketing,Employee-177,2626
AST-5013,Server,Lenovo,Server-Model-412,On-Prem,Active,2023-11-27,2028-09-18,Operations,Employee-27,4005
AST-5014,Server,HP,Server-Model-124,Cloud AWS,Inactive,2024-10-06,2027-08-06,Support,Employee-917,671
AST-5015,Server,HP,Server-Model-823,Data Center,Active,2021-12-28,2029-09-16,HR,Employee-955,4731
AST-5016,Server,IBM,Server-Model-547,Cloud,Inactive,2021-08-27,2031-01-21,Finance,Employee-3246,3408
AST-5017,Server,IBM,Server-Model-835,Cloud AWS,Under Maintenance,2023-12-09,2029-04-29,IT,Employee-4689,2118
AST-5018,Server,Dell,Server-Model-486,On-Prem,Active,2023-07-02,2028-05-08,HR,Employee-4913,962
AST-5019,Server,Oracle,Server-Model-633,Cloud,Decommissioned,2025-10-21,2030-08-17,IT,Employee-2781,3524
AST-5020,Server,Oracle,Server-Model-475,On-Prem,Under Maintenance,2022-08-12,2027-07-01,Operations,Employee-2655,1177
AST-5021,Server,HP,Server-Model-714,Branch Office 1,Decommissioned,2024-05-01,2029-08-03,Operations,Employee-2827,4803
AST-5022,Server,Dell,Server-Model-678,Branch Office 2,Decommissioned,2021-05-22,2028-09-25,IT,Employee-617,2443
AST-5023,Server,Lenovo,Server-Model-828,Cloud AWS,Decommissioned,2022-08-11,2030-02-23,IT,Employee-3243,930
AST-5024,Server,Dell,Server-Model-810,Branch Office 1,Decommissioned,2021-10-17,2030-09-19,Support,Employee-3760,391
AST-5025,Server,HP,Server-Model-971,Data Center,Inactive,2022-03-19,2030-06-22,Finance,Employee-2015,3537
AST-5026,Server,IBM,Server-Model-412,Cloud,Inactive,2021-03-25,2028-08-23,HR,Employee-30,4085
AST-5027,Server,Dell,Server-Model-513,Cloud,Inactive,2023-03-26,2027-12-11,IT,Employee-770,3531
AST-5028,Server,Dell,Server-Model-431,Data Center,Active,2022-10-01,2030-11-20,HR,Employee-1126,3845
AST-5029,Server,Lenovo,Server-Model-857,Cloud,Under Maintenance,2022-02-14,2027-07-27,HR,Employee-3557,948
AST-5030,Server,IBM,Server-Model-795,On-Prem,Inactive,2022-12-07,2029-12-28,Finance,Employee-3836,646
AST-5031,Server,Oracle,Server-Model-659,Branch Office 2,Inactive,2024-03-29,2028-07-29,Finance,Employee-4029,4535
AST-5032,Server,Lenovo,Server-Model-909,Branch Office 2,Inactive,2023-06-01,2027-12-01,Operations,Employee-1815,1403
AST-5033,Server,Dell,Server-Model-957,Cloud,Inactive,2024-02-18,2027-09-11,Operations,Employee-3405,1779
AST-5034,Server,Oracle,Server-Model-411,Data Center,Inactive,2024-04-30,2030-11-10,Finance,Employee-1379,260
AST-5035,Server,Lenovo,Server-Model-683,Cloud AWS,Decommissioned,2023-11-22,2030-08-03,Sales,Employee-3580,2065
AST-5036,Server,IBM,Server-Model-273,Branch Office 1,Decommissioned,2024-07-20,2029-10-28,IT,Employee-345,1108
AST-5037,Server,IBM,Server-Model-671,Cloud,Inactive,2022-01-18,2027-03-28,IT,Employee-2682,2470
AST-5038,Server,Dell,Server-Model-928,Cloud,Active,2022-03-12,2029-08-02,Support,Employee-4264,4265
AST-5039,Server,Dell,Server-Model-690,Branch Office 1,Active,2023-12-31,2027-08-03,Finance,Employee-513,1255
AST-5040,Server,Dell,Server-Model-570,On-Prem,Under Maintenance,2022-01-23,2029-02-16,Marketing,Employee-3578,346
AST-5041,Server,HP,Server-Model-975,Data Center,Decommissioned,2025-03-30,2029-07-18,Finance,Employee-771,1284
AST-5042,Server,IBM,Server-Model-924,Cloud,Inactive,2024-09-20,2030-02-01,IT,Employee-3939,926
AST-5043,Server,Dell,Server-Model-127,Cloud,Decommissioned,2022-04-30,2028-04-02,Sales,Employee-3913,3710
AST-5044,Server,Dell,Server-Model-716,Cloud,Inactive,2026-02-15,2028-12-04,Finance,Employee-1874,3511
AST-5045,Server,IBM,Server-Model-517,Branch Office 1,Active,2023-12-24,2027-04-08,Operations,Employee-3235,1736
AST-5046,Server,IBM,Server-Model-150,Branch Office 1,Under Maintenance,2023-06-07,2030-01-12,Operations,Employee-706,4681
AST-5047,Server,Dell,Server-Model-338,Branch Office 1,Decommissioned,2023-03-23,2028-02-19,Marketing,Employee-2263,2948
AST-5048,Server,HP,Server-Model-432,Branch Office 1,Under Maintenance,2026-01-20,2030-08-01,Marketing,Employee-3853,656
AST-5049,Server,Dell,Server-Model-166,On-Prem,Under Maintenance,2025-03-11,2030-09-22,Support,Employee-2207,663
AST-5050,Server,Dell,Server-Model-756,Data Center,Inactive,2024-02-11,2028-05-16,Sales,Employee-3640,801
AST-5051,Server,Dell,Server-Model-908,Data Center,Inactive,2024-10-14,2029-08-21,Finance,Employee-666,4728
AST-5052,Server,HP,Server-Model-902,Branch Office 1,Decommissioned,2024-07-03,2028-09-05,Sales,Employee-3357,3542
AST-5053,Server,Dell,Server-Model-382,Branch Office 2,Inactive,2021-04-05,2027-05-02,Sales,Employee-1565,282
AST-5054,Server,IBM,Server-Model-355,Cloud AWS,Under Maintenance,2023-07-02,2030-10-24,Operations,Employee-2361,2516
AST-5055,Server,Dell,Server-Model-951,On-Prem,Under Maintenance,2024-04-21,2030-04-17,Sales,Employee-896,2452
AST-5056,Server,HP,Server-Model-543,Data Center,Inactive,2023-11-08,2028-05-06,HR,Employee-2470,3648
AST-5057,Server,Dell,Server-Model-585,Branch Office 1,Active,2022-01-07,2027-09-13,HR,Employee-1486,253
AST-5058,Server,IBM,Server-Model-537,Cloud,Active,2024-09-07,2029-04-07,Sales,Employee-1600,1568
AST-5059,Server,HP,Server-Model-607,Branch Office 2,Active,2024-04-23,2028-02-11,HR,Employee-4117,2631
AST-5060,Server,Dell,Server-Model-867,Branch Office 1,Decommissioned,2022-08-01,2029-04-07,HR,Employee-4827,3321
AST-5061,Server,HP,Server-Model-439,On-Prem,Under Maintenance,2026-02-19,2030-04-10,HR,Employee-5,4905
AST-5062,Server,Dell,Server-Model-445,On-Prem,Inactive,2022-05-28,2030-06-27,IT,Employee-4251,766
AST-5063,Server,IBM,Server-Model-159,Cloud,Active,2021-05-17,2028-11-14,Sales,Employee-3064,3448
AST-5064,Server,Oracle,Server-Model-442,Cloud,Under Maintenance,2025-03-01,2028-03-27,Support,Employee-3497,1976
AST-5065,Server,Dell,Server-Model-967,Branch Office 2,Under Maintenance,2021-04-22,2028-10-31,Support,Employee-1134,1306
AST-5066,Server,IBM,Server-Model-911,Cloud,Decommissioned,2023-08-12,2027-11-25,Operations,Employee-814,842
AST-5067,Server,IBM,Server-Model-251,On-Prem,Decommissioned,2025-06-18,2027-05-18,Marketing,Employee-2300,4926
AST-5068,Server,Oracle,Server-Model-717,On-Prem,Inactive,2021-08-07,2027-11-13,Marketing,Employee-4744,324
AST-5069,Server,HP,Server-Model-142,On-Prem,Decommissioned,2025-06-10,2027-03-25,Operations,Employee-632,2294
AST-5070,Server,IBM,Server-Model-552,On-Prem,Inactive,2024-07-12,2030-07-31,Marketing,Employee-2172,1921
AST-5071,Server,Oracle,Server-Model-471,Branch Office 2,Active,2024-10-25,2029-11-30,Operations,Employee-2202,4953
AST-5072,Server,Lenovo,Server-Model-693,Branch Office 2,Active,2024-02-20,2029-08-14,Operations,Employee-3561,4596
AST-5073,Server,Dell,Server-Model-918,On-Prem,Active,2026-02-22,2027-05-26,Sales,Employee-2476,1439
AST-5074,Server,Lenovo,Server-Model-193,Branch Office 2,Decommissioned,2024-09-29,2028-12-10,Marketing,Employee-2490,842
AST-5075,Server,Lenovo,Server-Model-960,Cloud AWS,Under Maintenance,2025-10-04,2029-05-23,HR,Employee-40,3870
AST-5076,Server,HP,Server-Model-214,Cloud,Inactive,2025-01-19,2030-03-08,Support,Employee-2796,2631
AST-5077,Server,Dell,Server-Model-592,Data Center,Inactive,2023-10-04,2030-11-06,Marketing,Employee-25,1351
AST-5078,Server,Dell,Server-Model-530,Cloud AWS,Active,2022-10-06,2029-02-04,Support,Employee-2047,3684
AST-5079,Server,HP,Server-Model-775,Branch Office 2,Decommissioned,2023-04-07,2029-12-06,IT,Employee-1758,2564
AST-5080,Server,IBM,Server-Model-597,Branch Office 2,Active,2023-09-22,2030-10-20,Operations,Employee-1705,2008
AST-5081,Server,Lenovo,Server-Model-825,Branch Office 1,Decommissioned,2023-12-24,2028-07-06,Sales,Employee-506,2911
AST-5082,Server,Lenovo,Server-Model-509,On-Prem,Inactive,2025-04-16,2029-01-22,HR,Employee-1052,2826
AST-5083,Server,Dell,Server-Model-952,Cloud,Decommissioned,2024-08-02,2028-08-22,Sales,Employee-1599,3045
AST-5084,Server,HP,Server-Model-366,Cloud AWS,Decommissioned,2025-10-20,2028-02-22,HR,Employee-4528,1406
AST-5085,Server,IBM,Server-Model-529,Data Center,Active,2022-01-21,2030-06-04,Support,Employee-4588,1631
AST-5086,Server,HP,Server-Model-627,Branch Office 1,Inactive,2025-10-20,2028-05-19,IT,Employee-4231,3757
AST-5087,Server,HP,Server-Model-616,Branch Office 2,Decommissioned,2024-01-11,2028-09-25,IT,Employee-3594,2605
AST-5088,Server,Dell,Server-Model-569,Cloud AWS,Decommissioned,2023-09-21,2030-06-16,IT,Employee-66,4313
AST-5089,Server,IBM,Server-Model-896,Data Center,Under Maintenance,2023-05-19,2029-11-22,Finance,Employee-3557,3961
AST-5090,Server,Dell,Server-Model-705,Data Center,Inactive,2022-08-25,2029-01-18,HR,Employee-249,1901
AST-5091,Server,Lenovo,Server-Model-217,Cloud AWS,Decommissioned,2023-02-05,2028-12-04,IT,Employee-208,4816
AST-5092,Server,Oracle,Server-Model-100,Data Center,Inactive,2022-02-28,2030-12-13,Operations,Employee-2050,3907
AST-5093,Server,IBM,Server-Model-612,Cloud AWS,Under Maintenance,2025-01-31,2030-06-30,IT,Employee-3270,2412
AST-5094,Server,Lenovo,Server-Model-885,Cloud,Active,2026-02-03,2027-04-14,Operations,Employee-3201,486
AST-5095,Server,HP,Server-Model-241,On-Prem,Decommissioned,2026-01-27,2027-05-16,Finance,Employee-1773,3527
AST-5096,Server,IBM,Server-Model-281,Branch Office 1,Decommissioned,2022-02-25,2028-04-15,Support,Employee-2880,2365
AST-5097,Server,HP,Server-Model-447,Branch Office 2,Active,2025-11-08,2027-09-20,Finance,Employee-2681,4680
AST-5098,Server,HP,Server-Model-898,Cloud,Inactive,2024-07-03,2029-01-21,Marketing,Employee-636,1993
AST-5099,Server,HP,Server-Model-313,Branch Office 2,Active,2021-05-23,2027-10-13,HR,Employee-3331,3441
AST-5100,Server,Dell,Server-Model-613,Branch Office 1,Decommissioned,2021-09-03,2028-02-13,Support,Employee-4449,4330
AST-5101,Server,Oracle,Server-Model-503,Branch Office 1,Inactive,2021-11-09,2029-05-12,Operations,Employee-1263,4823
AST-5102,Server,IBM,Server-Model-397,Branch Office 2,Under Maintenance,2023-11-23,2028-06-10,Support,Employee-147,3130
AST-5103,Server,IBM,Server-Model-674,On-Prem,Active,2025-09-23,2030-01-26,Sales,Employee-773,1477
AST-5104,Server,IBM,Server-Model-612,Branch Office 2,Active,2023-01-01,2028-01-08,Marketing,Employee-3501,3839
AST-5105,Server,Lenovo,Server-Model-294,Branch Office 2,Active,2024-04-12,2030-04-14,Operations,Employee-2703,459
AST-5106,Server,Oracle,Server-Model-343,On-Prem,Under Maintenance,2022-07-11,2030-06-09,IT,Employee-4348,1726
AST-5107,Server,IBM,Server-Model-475,Cloud AWS,Inactive,2023-10-20,2029-03-31,Operations,Employee-4881,3147
AST-5108,Server,Lenovo,Server-Model-527,Cloud AWS,Decommissioned,2025-03-21,2028-05-18,Support,Employee-4829,756
AST-5109,Server,Lenovo,Server-Model-606,Cloud,Active,2022-06-23,2029-02-05,Operations,Employee-4005,2301
AST-5110,Server,IBM,Server-Model-906,Data Center,Decommissioned,2022-01-13,2028-06-19,HR,Employee-2145,4100
AST-5111,Server,Oracle,Server-Model-225,Cloud AWS,Inactive,2026-02-14,2031-01-08,Finance,Employee-4223,3946
AST-5112,Server,Oracle,Server-Model-668,Branch Office 2,Decommissioned,2021-05-30,2030-03-05,Finance,Employee-1987,4904
AST-5113,Server,Lenovo,Server-Model-431,Branch Office 2,Active,2025-12-21,2027-03-24,Support,Employee-12,3632
AST-5114,Server,Dell,Server-Model-803,Data Center,Under Maintenance,2021-09-28,2031-02-21,Finance,Employee-3993,2580
AST-5115,Server,Lenovo,Server-Model-178,Cloud,Decommissioned,2024-07-10,2027-11-05,Sales,Employee-4889,1958
AST-5116,Server,Dell,Server-Model-753,Data Center,Under Maintenance,2024-07-26,2029-06-17,Sales,Employee-2403,857
AST-5117,Server,Dell,Server-Model-887,Cloud,Inactive,2024-05-30,2027-08-06,IT,Employee-274,2434
AST-5118,Server,Lenovo,Server-Model-843,Branch Office 2,Active,2024-06-30,2029-03-29,IT,Employee-2737,4474
AST-5119,Server,Lenovo,Server-Model-734,Data Center,Decommissioned,2024-09-08,2030-04-06,Finance,Employee-2462,3365
AST-5120,Server,Dell,Server-Model-616,Branch Office 1,Inactive,2022-05-18,2029-11-13,HR,Employee-1638,2078
AST-5121,Server,Lenovo,Server-Model-345,On-Prem,Active,2021-07-01,2029-12-22,Finance,Employee-65,2313
AST-5122,Server,HP,Server-Model-776,Data Center,Under Maintenance,2021-08-29,2029-12-30,Sales,Employee-4332,4052
AST-5123,Server,Oracle,Server-Model-145,Branch Office 2,Decommissioned,2022-04-18,2030-04-06,HR,Employee-4996,2482
AST-5124,Server,HP,Server-Model-874,Cloud,Decommissioned,2024-04-26,2028-10-25,IT,Employee-1147,4780
AST-5125,Server,IBM,Server-Model-463,Branch Office 1,Decommissioned,2021-08-11,2027-04-16,Marketing,Employee-4002,1337
AST-5126,Server,IBM,Server-Model-107,Cloud AWS,Under Maintenance,2021-05-23,2030-04-15,Finance,Employee-29,1473
AST-5127,Server,IBM,Server-Model-474,Cloud AWS,Active,2022-03-12,2029-02-17,Marketing,Employee-3800,2221
AST-5128,Server,Oracle,Server-Model-300,On-Prem,Inactive,2025-06-12,2031-01-28,Sales,Employee-3069,1452
AST-5129,Server,HP,Server-Model-397,Branch Office 1,Active,2024-01-30,2027-07-11,IT,Employee-1083,2311
AST-5130,Server,Oracle,Server-Model-838,On-Prem,Active,2026-01-28,2028-08-13,Marketing,Employee-522,4385
AST-5131,Server,Oracle,Server-Model-742,On-Prem,Active,2023-06-30,2030-11-24,Marketing,Employee-4515,2202
AST-5132,Server,HP,Server-Model-621,On-Prem,Inactive,2023-10-16,2027-12-20,Operations,Employee-3084,632
AST-5133,Server,Dell,Server-Model-360,Cloud,Under Maintenance,2022-04-10,2028-05-06,IT,Employee-2290,3104
AST-5134,Server,HP,Server-Model-623,On-Prem,Under Maintenance,2025-07-13,2031-03-03,Finance,Employee-2326,340
AST-5135,Server,Oracle,Server-Model-101,Branch Office 2,Active,2024-03-17,2027-06-10,Finance,Employee-708,1635
AST-5136,Server,Lenovo,Server-Model-946,Branch Office 1,Inactive,2021-12-30,2028-08-23,Support,Employee-2230,470
AST-5137,Server,Lenovo,Server-Model-377,On-Prem,Active,2025-05-30,2027-07-29,Finance,Employee-1980,1950
AST-5138,Server,IBM,Server-Model-931,Cloud AWS,Active,2025-03-29,2027-10-09,Marketing,Employee-3749,2996
